# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 380         5.762       50.906      114.30      Maastricht  
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# Q         : Globale straling (in J/cm2) / Global radiation (in J/cm2)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# UG        : Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
# EV24      : Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)
# STN,YYYYMMDD,   FG,   TG,   TN,   TX,    Q,   RH,   UG, EV24
  380,20190214,   17,   63,  -18,  154,  962,    0,   61,   13
  380,20190215,   18,   88,   11,  170,  997,    0,   53,   14
  380,20190216,   33,   84,   35,  150,  998,    0,   61,   14
  380,20190217,   34,  102,   35,  181,  972,    0,   53,   14
  380,20190218,   40,   95,   45,  162, 1030,    0,   55,   15
  380,20190219,   38,   75,   32,  113,  790,   -1,   76,   11
  380,20190220,   39,   70,   29,  114,  852,    0,   76,   11
  380,20190221,   32,   94,   39,  129,  588,    1,   78,    8
  380,20190222,   17,   86,   54,  113,  308,    0,   92,    4
  380,20190223,   34,   66,   24,  120, 1147,    0,   74,   15
  380,20190224,   23,   74,   -2,  150, 1153,    0,   52,   16
  380,20190225,   23,   90,   17,  170, 1183,    0,   55,   17
  380,20190226,   21,  105,   32,  182, 1197,    0,   62,   18
  380,20190227,   20,  114,   35,  198, 1235,    0,   60,   19
  380,20190228,   48,   84,   38,  127,  480,   26,   84,    7
  380,20190301,   30,   66,   53,   89,   85,   65,   94,    1
  380,20190302,   48,   81,   54,  102,  342,    2,   88,    5
  380,20190303,   84,  105,   83,  126,  154,   19,   81,    2
  380,20190304,   86,   84,   49,  128,  582,   56,   71,    8
  380,20190305,   54,   64,   33,   98,  514,   29,   79,    7
  380,20190306,   64,  108,   80,  134,  480,    5,   71,    7
  380,20190307,   87,   88,   69,  121,  803,   45,   76,   11
  380,20190308,   55,   75,   55,  107,  740,   26,   78,   10
  380,20190309,   68,   91,   71,  116,  418,  106,   81,    6
  380,20190310,   71,   75,   24,  118,  635,   91,   80,    9
  380,20190311,   54,   37,    3,   82,  710,   51,   81,    9
  380,20190312,   80,   65,   16,  107,  777,    5,   66,   10
  380,20190313,   74,   57,   41,   84,  361,   87,   83,    5
  380,20190314,   63,   75,   54,  114,  379,   95,   81,    5
  380,20190315,   63,   94,   63,  118,  205,  249,   91,    3
  380,20190316,   76,   99,   75,  111,  397,   89,   81,    6
  380,20190317,   63,   63,   23,  109,  906,   31,   78,   12
  380,20190318,   36,   49,    2,  101, 1072,    2,   71,   14
  380,20190319,   24,   52,  -10,  109, 1329,    0,   73,   17
  380,20190320,   32,   80,   26,  128,  983,    0,   76,   14
  380,20190321,   21,   97,   32,  164, 1656,    0,   73,   24
  380,20190322,   15,  116,   21,  197, 1723,    0,   67,   26
  380,20190323,   23,   87,   59,  104,  437,    0,   86,    6
  380,20190324,   30,   77,   18,  117, 1448,    0,   72,   20
  380,20190325,   54,   66,   23,   95, 1155,    7,   73,   15
  380,20190326,   21,   67,   41,   87,  619,    0,   73,    8
  380,20190327,   13,   74,   26,  104,  884,    0,   76,   12
  380,20190328,   15,   89,   51,  130,  886,    0,   73,   13
  380,20190329,   27,  110,   23,  174, 1894,    0,   69,   28
  380,20190330,   30,  130,   75,  183, 1847,    0,   58,   29
  380,20190331,   55,   90,   50,  136, 1656,    0,   75,   24
  380,20190401,   45,   90,   15,  159, 1946,    0,   64,   28
  380,20190402,   43,  101,   66,  156,  790,   59,   76,   12
  380,20190403,   32,   64,   37,   93,  741,   11,   80,   10
  380,20190404,   22,   60,   28,   98, 1001,    0,   78,   13
  380,20190405,   32,   70,    0,  115, 1464,    0,   79,   20
  380,20190406,   28,  110,   64,  161, 1709,    0,   73,   26
  380,20190407,   33,  137,   72,  197, 2007,    0,   70,   32
  380,20190408,   24,  110,   91,  140, 1061,    2,   90,   16
  380,20190409,   37,  113,   83,  146, 1015,   -1,   78,   15
  380,20190410,   61,   81,   39,  131, 2325,    0,   61,   32
  380,20190411,   48,   59,   -1,  115, 2129,    0,   59,   28
  380,20190412,   50,   46,   10,   86,  962,    0,   58,   12
  380,20190413,   44,   27,   -9,   70, 1570,    2,   73,   18
  380,20190414,   46,   53,    9,  111, 1615,    0,   69,   21
  380,20190415,   44,   95,    4,  170, 2178,    0,   65,   31
  380,20190416,   41,  126,   70,  193, 1871,    1,   60,   29
  380,20190417,   22,  119,   94,  158,  891,   -1,   81,   14
  380,20190418,   48,  158,   84,  214, 2342,    0,   47,   39
  380,20190419,   47,  169,   96,  238, 2360,    0,   41,   41
  380,20190420,   35,  171,   91,  243, 2364,    0,   43,   41
  380,20190421,   37,  164,   72,  237, 2397,    0,   44,   41
  380,20190422,   48,  184,  106,  244, 2335,    0,   37,   41
  380,20190423,   51,  157,  104,  207, 1876,    0,   50,   31
  380,20190424,   58,  164,   96,  245, 1697,   89,   60,   29
  380,20190425,   51,  125,   93,  180, 1024,   18,   70,   16
  380,20190426,   33,  119,   77,  171, 1520,    4,   70,   23
  380,20190427,   50,   96,   80,  131, 1252,   22,   73,   18
  380,20190428,   31,   86,   46,  131, 1724,   -1,   77,   24
  380,20190429,   31,  105,   21,  163, 2069,    0,   71,   31
  380,20190430,   36,  114,   67,  166, 2098,    0,   74,   32
  380,20190501,   18,  100,   43,  170, 1785,    0,   80,   26
  380,20190502,   26,   98,   51,  157, 1420,   15,   86,   21
  380,20190503,   25,   85,   49,  127, 1116,   17,   80,   16
  380,20190504,   41,   54,   19,  105, 1852,  107,   79,   24
  380,20190505,   35,   59,   11,  115, 1763,   -1,   76,   23
  380,20190506,   30,   59,    6,  127,  853,   -1,   80,   11
  380,20190507,   21,   92,   38,  140, 1724,    0,   67,   25
  380,20190508,   38,  100,   82,  123,  610,   32,   80,    9
  380,20190509,   36,  115,   75,  166, 1461,   28,   78,   22
  380,20190510,   34,  109,   84,  159, 1486,   69,   80,   22
  380,20190511,   47,  108,   58,  155, 1542,   13,   74,   23
  380,20190512,   34,   90,   25,  145, 2010,    0,   67,   29
  380,20190513,   48,  100,   25,  158, 2845,    0,   56,   42
  380,20190514,   49,  102,   37,  160, 2677,    0,   59,   39
  380,20190515,   43,  109,   30,  165, 2942,    0,   50,   44
  380,20190516,   39,  113,   40,  169, 2401,   -1,   63,   36
  380,20190517,   28,  104,   81,  123,  657,   14,   92,   10
  380,20190518,   15,  140,   98,  203, 1602,    5,   87,   26
  380,20190519,   22,  154,  115,  218, 1804,   16,   84,   30
  380,20190520,   34,  127,  113,  142,  606,   -1,   90,    9
  380,20190521,   43,  118,  100,  156,  533,    0,   86,    8
  380,20190522,   21,  138,   92,  198, 2236,    0,   63,   36
  380,20190523,   27,  161,   70,  225, 2591,    0,   54,   44
  380,20190524,   32,  168,   94,  236, 2340,    0,   54,   40
  380,20190525,   17,  135,   58,  195, 1844,   -1,   71,   29
  380,20190526,   48,  162,   90,  222, 1844,   10,   71,   31
  380,20190527,   25,  150,  110,  198, 1730,   46,   72,   29
  380,20190528,   29,  113,   85,  143, 1134,  164,   85,   17
  380,20190529,   20,  137,   53,  197, 2750,   -1,   65,   44
  380,20190530,   42,  162,  128,  215,  915,    2,   75,   15
  380,20190531,   34,  173,  122,  219, 2634,    0,   68,   46
  380,20190601,   24,  205,  115,  269, 2744,    0,   64,   50
  380,20190602,   38,  245,  154,  310, 2912,    0,   52,   57
  380,20190603,   24,  187,  155,  228, 1571,   90,   76,   28
  380,20190604,   35,  202,  126,  284, 2086,    7,   70,   38
  380,20190605,   32,  184,  137,  227, 1938,  213,   78,   34
  380,20190606,   38,  138,  102,  188, 2138,   49,   75,   34
  380,20190607,   64,  155,   92,  247, 1958,    3,   67,   33
  380,20190608,   82,  143,  106,  191, 1798,    1,   66,   29
  380,20190609,   27,  160,   90,  209, 2182,    0,   64,   37
  380,20190610,   23,  161,  114,  230, 1540,   48,   80,   26
  380,20190611,   25,  156,  110,  209, 2394,   -1,   71,   40
  380,20190612,   37,  151,  122,  198, 1352,   82,   78,   22
  380,20190613,   55,  159,  112,  205, 2350,   10,   67,   40
  380,20190614,   21,  193,  109,  255, 2578,    9,   65,   46
  380,20190615,   34,  184,  152,  229, 2394,  105,   76,   42
  380,20190616,   32,  176,  135,  221, 2168,    0,   69,   38
  380,20190617,   19,  207,  119,  270, 2955,    0,   61,   54
  380,20190618,   19,  223,  147,  279, 2484,    0,   61,   47
  380,20190619,   36,  211,  164,  285, 2083,   27,   70,   39
  380,20190620,   34,  171,  123,  205, 1417,    5,   78,   24
  380,20190621,   32,  158,   98,  211, 2435,    0,   67,   41
  380,20190622,   38,  186,   96,  247, 2812,    0,   65,   50
  380,20190623,   36,  233,  142,  295, 2713,    0,   60,   52
  380,20190624,   31,  265,  194,  327, 2779,    0,   55,   56
  380,20190625,   31,  282,  219,  348, 2711,    0,   56,   56
  380,20190626,   33,  234,  181,  289, 2790,    0,   73,   54
  380,20190627,   51,  197,  144,  262, 2853,    0,   62,   52
  380,20190628,   39,  195,  119,  265, 3075,    0,   59,   56
  380,20190629,   25,  254,  130,  337, 3056,    0,   44,   61
  380,20190630,   34,  238,  181,  283, 2447,   -1,   57,   47
  380,20190701,   36,  192,  132,  248, 2711,    0,   63,   49
  380,20190702,   28,  176,  111,  233, 2234,    0,   61,   39
  380,20190703,   39,  167,  123,  222, 1943,    0,   60,   33
  380,20190704,   28,  173,   91,  236, 2986,    0,   53,   52
  380,20190705,   26,  200,  136,  271, 2570,    0,   58,   47
  380,20190706,   37,  197,  138,  282, 2485,   -1,   65,   45
  380,20190707,   33,  161,  113,  214, 2345,   -1,   61,   40
  380,20190708,   27,  137,   80,  188, 1532,    0,   70,   25
  380,20190709,   24,  152,   72,  215, 2518,    0,   58,   42
  380,20190710,   20,  175,   83,  238, 2281,   -1,   55,   40
  380,20190711,   33,  202,  166,  251, 1662,    0,   60,   30
  380,20190712,   27,  178,  136,  253, 1724,   70,   75,   30
  380,20190713,   29,  170,  139,  216, 1416,   29,   81,   24
  380,20190714,   31,  155,  124,  191,  944,    0,   76,   16
  380,20190715,   20,  144,  100,  178,  844,    0,   79,   14
  380,20190716,   12,  144,  100,  194, 1197,    0,   80,   20
  380,20190717,   19,  176,   96,  242, 2352,    0,   68,   41
  380,20190718,   34,  200,  138,  250, 1821,   -1,   62,   33
  380,20190719,   30,  205,  169,  257, 1954,   -1,   63,   36
  380,20190720,   36,  215,  163,  270, 1287,  241,   68,   24
  380,20190721,   28,  193,  148,  251, 1878,    0,   70,   34
  380,20190722,   29,  220,  151,  282, 2606,    0,   61,   49
  380,20190723,   22,  265,  157,  340, 2731,    0,   51,   55
  380,20190724,   24,  302,  215,  386, 2602,    0,   42,   55
  380,20190725,   24,  309,  207,  396, 2476,    0,   46,   53
  380,20190726,   25,  263,  203,  374, 1641,   13,   63,   33
  380,20190727,   21,  194,  181,  212,  418,  193,   94,    8
  380,20190728,   28,  172,  157,  181,  212,  122,   97,    4
  380,20190729,   24,  193,  136,  247, 2676,    0,   68,   48
  380,20190730,   34,  214,  134,  277, 2120,   -1,   60,   40
  380,20190731,   46,  187,  142,  233, 1734,    0,   64,   31
  380,20190801,   33,  192,  142,  248, 2142,    0,   68,   38
  380,20190802,   32,  176,  134,  234, 1719,   52,   86,   30
  380,20190803,   22,  176,  142,  217, 1153,    0,   84,   20
  380,20190804,   20,  209,  123,  270, 2297,    0,   67,   42
  380,20190805,   33,  215,  182,  250, 2080,    2,   65,   39
  380,20190806,   35,  194,  152,  243, 1606,   19,   76,   29
  380,20190807,   37,  185,  140,  239, 1917,   13,   75,   34
  380,20190808,   30,  183,  135,  235, 1557,    3,   76,   27
  380,20190809,   38,  209,  171,  248,  823,   28,   79,   15
  380,20190810,   72,  207,  165,  245, 1885,    0,   62,   35
  380,20190811,   37,  178,  132,  217, 1416,    0,   66,   25
  380,20190812,   36,  160,  128,  224, 1591,    7,   77,   27
  380,20190813,   40,  147,  100,  210, 1607,   80,   77,   26
  380,20190814,   35,  164,  104,  222, 1904,   17,   76,   32
  380,20190815,   43,  176,  149,  215, 1358,   35,   80,   24
  380,20190816,   39,  179,  126,  225, 1392,    1,   73,   24
  380,20190817,   53,  184,  149,  199,  514,   38,   83,    9
  380,20190818,   33,  160,  131,  197,  659,  253,   88,   11
  380,20190819,   40,  170,  123,  223, 2023,    0,   69,   35
  380,20190820,   31,  158,  107,  214, 1895,    0,   72,   32
  380,20190821,   18,  165,   96,  230, 2107,    0,   68,   36
  380,20190822,   23,  186,  113,  253, 2245,    0,   63,   40
  380,20190823,   26,  196,  109,  267, 2147,    0,   66,   39
  380,20190824,   21,  220,  127,  296, 2237,    0,   56,   42
  380,20190825,   15,  231,  137,  309, 2133,    0,   58,   41
  380,20190826,   13,  242,  162,  317, 2061,    0,   67,   40
  380,20190827,   16,  254,  175,  332, 2016,    0,   60,   40
  380,20190828,   28,  235,  186,  294, 1537,    0,   63,   30
  380,20190829,   24,  195,  138,  247, 1731,    8,   76,   31
  380,20190830,   15,  180,  113,  249, 2106,    0,   70,   37
  380,20190831,   31,  221,  114,  322, 1997,    0,   59,   38
  380,20190901,   30,  164,  105,  209, 1179,   -1,   70,   20
  380,20190902,   26,  149,   78,  211, 2059,    0,   63,   34
  380,20190903,   33,  157,  101,  191,  802,    0,   74,   13
  380,20190904,   47,  167,  122,  238, 1526,   11,   74,   26
  380,20190905,   33,  125,   77,  173, 1082,   44,   83,   17
  380,20190906,   35,  138,   61,  196, 1875,   -1,   69,   30
  380,20190907,   29,  143,  115,  195, 1202,    2,   80,   20
  380,20190908,   20,  124,   73,  163,  817,   13,   83,   13
  380,20190909,   20,  121,   60,  184, 1579,    0,   74,   24
  380,20190910,   18,  134,   59,  212, 1746,    0,   66,   28
  380,20190911,   43,  152,  111,  184,  658,    6,   76,   11
  380,20190912,   38,  189,  160,  234, 1435,   26,   79,   26
  380,20190913,   30,  170,  112,  217,  772,   -1,   81,   13
  380,20190914,   27,  149,   85,  224, 1824,    0,   68,   30
  380,20190915,   30,  167,   91,  243, 1732,    0,   65,   30
  380,20190916,   23,  153,  120,  209,  607,   13,   83,   10
  380,20190917,   28,  136,   84,  186, 1316,    0,   74,   21
  380,20190918,   25,  114,   42,  183, 1360,    0,   70,   21
  380,20190919,   28,  111,   43,  177, 1582,    0,   67,   24
  380,20190920,   31,  126,   40,  204, 1648,    0,   58,   26
  380,20190921,   38,  165,   71,  261, 1703,    0,   48,   29
  380,20190922,   38,  204,  125,  284, 1317,    7,   60,   24
  380,20190923,   30,  156,  131,  187,  616,   24,   83,   10
  380,20190924,   37,  152,  130,  192,  550,   44,   80,    9
  380,20190925,   47,  153,  126,  175,  609,   -1,   84,   10
  380,20190926,   50,  161,  136,  190,  348,   53,   90,    6
  380,20190927,   50,  154,  125,  203, 1004,   10,   81,   17
  380,20190928,   58,  146,  126,  172,  520,   37,   83,    9
  380,20190929,   81,  153,  131,  178,  379,   91,   83,    6
  380,20190930,   50,  145,  127,  175,  909,   15,   79,   15
  380,20191001,   49,  150,  129,  172,  494,  181,   92,    8
  380,20191002,   33,  100,   78,  143,  932,   40,   86,   14
  380,20191003,   31,  102,   67,  139,  738,    2,   83,   11
  380,20191004,   42,  113,   84,  138,  243,   72,   88,    4
  380,20191005,   32,   99,   87,  126,  593,    1,   82,    9
  380,20191006,   25,  100,   69,  149,  261,  156,   94,    4
  380,20191007,   29,  111,   66,  138,  603,    7,   91,    9
  380,20191008,   48,  126,  111,  147,  295,  111,   93,    5
  380,20191009,   58,  115,   95,  141,  571,    1,   84,    9
  380,20191010,   56,  122,   94,  163,  930,   -1,   77,   14
  380,20191011,   73,  145,  105,  169,  400,   -1,   76,    7
  380,20191012,   53,  161,  128,  191,  838,    2,   78,   14
  380,20191013,   53,  191,  149,  247,  872,   10,   76,   16
  380,20191014,   28,  178,  109,  236,  913,   -1,   76,   16
  380,20191015,   30,  142,  118,  178,  254,   43,   90,    4
  380,20191016,   60,  128,  103,  143,  418,   49,   89,    7
  380,20191017,   43,  137,  121,  155,  422,   27,   91,    7
  380,20191018,   61,  125,  105,  149,  585,   23,   78,    9
  380,20191019,   39,  119,  106,  139,  260,   29,   90,    4
  380,20191020,   34,  109,  103,  116,  117,  113,   97,    2
  380,20191021,   46,  127,  109,  149,  377,    1,   82,    6
  380,20191022,   29,  120,  106,  150,  532,   -1,   85,    8
  380,20191023,   39,  127,  105,  166,  769,    1,   88,   12
  380,20191024,   48,  153,  115,  203,  662,    0,   76,   11
  380,20191025,   62,  141,  113,  163,  786,    0,   77,   13
  380,20191026,   75,  166,  139,  200,  816,   -1,   69,   14
  380,20191027,   29,   86,   28,  152,  396,   68,   89,    6
  380,20191028,   20,   63,   10,  123,  834,    0,   85,   11
  380,20191029,   34,   65,   31,  112,  717,    0,   85,    9
  380,20191030,   36,   39,   12,   78,  471,    0,   86,    6
  380,20191031,   37,   43,   -1,  100,  815,    0,   79,   10
  380,20191101,   36,   95,   21,  135,  192,   46,   93,    3
  380,20191102,   72,  130,  104,  151,  459,   62,   81,    7
  380,20191103,   35,  111,   93,  136,  339,   37,   90,    5
  380,20191104,   43,  100,   83,  129,  318,   42,   88,    5
  380,20191105,   30,   91,   74,  114,  328,    7,   88,    5
  380,20191106,   20,   80,   71,   94,  172,   32,   95,    2
  380,20191107,   44,   76,   51,  103,  250,   25,   87,    3
  380,20191108,   23,   55,   19,  103,  704,    0,   85,    9
  380,20191109,   40,   45,   16,   77,  308,   -1,   88,    4
  380,20191110,   20,   34,  -18,   96,  712,    0,   85,    9
  380,20191111,   54,   55,    6,   80,  267,   13,   85,    3
  380,20191112,   58,   46,   32,   64,  213,   11,   85,    3
  380,20191113,   46,   54,   36,   74,  147,    7,   88,    2
  380,20191114,   31,   52,   21,   87,  262,    2,   82,    3
  380,20191115,   34,   34,   11,   59,  196,    0,   87,    2
  380,20191116,   29,   39,    7,   79,  490,    0,   80,    6
  380,20191117,   28,   26,  -15,   53,  349,   66,   91,    4
  380,20191118,   34,   47,   33,   66,   35,  244,   97,    0
  380,20191119,   28,   38,   -6,   81,  469,    1,   88,    6
  380,20191120,   26,   21,  -13,   67,  578,    0,   85,    7
  380,20191121,   28,   25,  -22,   62,  368,    0,   88,    4
  380,20191122,   43,   71,   47,  107,  492,   -1,   81,    7
  380,20191123,   38,   61,   26,   91,  182,   -1,   82,    2
  380,20191124,   22,   59,   15,   97,  351,    0,   92,    5
  380,20191125,   25,   83,   45,  119,  483,    0,   84,    7
  380,20191126,   45,  106,   89,  119,  168,   -1,   83,    2
  380,20191127,   69,  107,   95,  123,  232,   43,   83,    3
  380,20191128,   66,   91,   80,  105,  109,  117,   93,    2
  380,20191129,   20,   57,   24,   84,  394,   19,   85,    5
  380,20191130,   25,   22,   -2,   73,  482,    0,   93,    6
  380,20191201,   45,   12,  -10,   35,  159,    0,   88,    2
  380,20191202,   28,   20,  -27,   49,  234,   18,   97,    3
  380,20191203,   19,   38,    3,   55,  184,    0,   98,    2
  380,20191204,   15,    8,  -25,   50,  447,    0,   95,    5
  380,20191205,   48,    6,  -22,   42,  423,    0,   91,    5
  380,20191206,   81,   45,   -3,   82,   81,   72,   89,    1
  380,20191207,   53,   86,   80,   92,  142,    1,   83,    2
  380,20191208,   80,   89,   64,  102,  102,   22,   82,    1
  380,20191209,   61,   59,   18,   75,  120,   46,   86,    2
  380,20191210,   61,   38,    7,   65,  373,    0,   80,    5
  380,20191211,   48,   48,   36,   64,  117,   63,   93,    1
  380,20191212,   59,   45,   36,   57,  384,    1,   81,    5
  380,20191213,   57,   51,   32,   63,   67,   71,   90,    1
  380,20191214,   70,   61,   45,   77,  182,   47,   82,    2
  380,20191215,   66,   72,   44,  109,  324,   58,   79,    4
  380,20191216,   32,   79,   57,  107,  100,    4,   90,    1
  380,20191217,   56,  122,   83,  157,  231,   45,   74,    4
  380,20191218,   38,   78,   49,  105,  392,    0,   86,    5
  380,20191219,   49,  128,  103,  154,  372,    0,   69,    6
  380,20191220,   69,  111,   70,  141,  128,   16,   74,    2
  380,20191221,   55,   77,   63,   88,  211,   10,   80,    3
  380,20191222,   50,   80,   67,   94,   72,   95,   89,    1
  380,20191223,   45,   74,   63,   83,  120,    3,   87,    2
  380,20191224,   61,   84,   62,  109,  150,   22,   84,    2
  380,20191225,   30,   66,   40,   86,  124,   42,   94,    2
  380,20191226,   26,   52,   31,   65,  142,   20,   89,    2
  380,20191227,   30,   55,   47,   68,   86,    5,   92,    1
  380,20191228,   18,   19,  -12,   52,  352,    0,   88,    4
  380,20191229,   15,   11,  -28,   63,  253,    0,   79,    3
  380,20191230,   47,   50,    0,  105,  438,    0,   45,    6
  380,20191231,   29,   29,   10,   52,  163,    0,   83,    2
  380,20200101,   19,   -6,  -32,   29,  318,    0,   99,    3
  380,20200102,   45,   35,   -6,   74,  178,   -1,   89,    2
  380,20200103,   58,   75,   35,   94,   71,   49,   92,    1
  380,20200104,   36,   50,   25,   69,  237,    1,   90,    3
  380,20200105,   30,   59,   52,   70,  116,    0,   84,    2
  380,20200106,   40,   54,   36,   85,  458,   10,   74,    6
  380,20200107,   51,   67,   37,   91,  235,   17,   88,    3
  380,20200108,   55,  102,   69,  116,   76,   27,   94,    1
  380,20200109,   68,  113,   99,  123,   87,   52,   90,    1
  380,20200110,   38,   65,   16,  102,  122,   92,   91,    2
  380,20200111,   53,   48,   25,   68,  304,    0,   82,    4
  380,20200112,   69,   60,   30,   82,  139,    3,   85,    2
  380,20200113,   55,   75,   40,  103,  261,   -1,   84,    4
  380,20200114,  103,  102,   89,  122,  130,    2,   74,    2
  380,20200115,   83,  102,   49,  134,  317,    7,   73,    5
  380,20200116,   37,   81,   35,  121,  534,    0,   80,    7
  380,20200117,   50,   82,   40,  104,   95,   15,   78,    1
  380,20200118,   39,   42,   11,   68,  308,   -1,   82,    4
  380,20200119,   28,   27,   -4,   63,  301,   -1,   90,    4
  380,20200120,   14,   21,  -14,   42,  248,    0,   98,    3
  380,20200121,   10,  -14,  -54,   46,  613,    0,   94,    6
  380,20200122,   14,   -4,  -40,   25,  255,   -1,   98,    3
  380,20200123,   30,   14,  -12,   26,  120,    0,   96,    1
  380,20200124,   18,    5,   -2,   10,  128,    0,   92,    1
  380,20200125,   15,   14,   -2,   31,  140,    0,   99,    2
  380,20200126,   39,   60,    6,  105,  506,   -1,   85,    7
  380,20200127,   65,   77,   69,   89,  139,   21,   88,    2
  380,20200128,   71,   48,   26,   77,  320,   37,   81,    4
  380,20200129,   55,   47,   27,   63,  300,    2,   79,    4
  380,20200130,   69,   83,   49,  123,  402,   18,   84,    6
  380,20200131,   66,  116,   99,  128,  209,    2,   84,    3
  380,20200201,   61,  104,   73,  119,  150,  208,   85,    2
